Metabolite,HMDB ID,ref,primary,recurrent
TG(16:0_38:6),"HMDB0005391, HMDB0010418, HMDB0044073, HMDB0044078, HMDB0044105, HMDB0044133, HMDB0044179, HMDB0044186, HMDB0044272, HMDB0044287, HMDB0044293, HMDB0044327, HMDB0044347, HMDB0044354, HMDB0044374, HMDB0044451, HMDB0044483, HMDB0044489, HMDB0044516, HMDB0044542, HMDB0044564, HMDB0044565, HMDB0044591, HMDB0044613",0.076552398,1.942,3.3648
TG(16:0_40:6),"HMDB0043939, HMDB0044101, HMDB0044106, HMDB0044129, HMDB0044134, HMDB0044161, HMDB0044175, HMDB0044181, HMDB0044268, HMDB0044322, HMDB0044328, HMDB0044343, HMDB0044349, HMDB0044376, HMDB0044411, HMDB0044430, HMDB0044452, HMDB0044453, HMDB0044519, HMDB0044544, HMDB0044566, HMDB0044592, HMDB0044593, HMDB0044614",0.045648088,1.6402,3.5512
TG(16:0_40:7),"HMDB0044107, HMDB0044135, HMDB0044182, HMDB0044188, HMDB0044269, HMDB0044274, HMDB0044296, HMDB0044329, HMDB0044350, HMDB0044356, HMDB0044371, HMDB0044377, HMDB0044431, HMDB0044438, HMDB0044458, HMDB0044492, HMDB0044539, HMDB0044545, HMDB0044572, HMDB0044598, HMDB0044620, HMDB0044621",0.041039764,0.4756,1.4177
TG(16:0_40:8),"HMDB0005392, HMDB0044189, HMDB0044275, HMDB0044297, HMDB0044302, HMDB0044357, HMDB0044384, HMDB0044439, HMDB0044459, HMDB0044466, HMDB0044493, HMDB0044498, HMDB0044520, HMDB0044546, HMDB0044552, HMDB0044567, HMDB0044573, HMDB0044599, HMDB0044606, HMDB0044626",0.057669595,0.2734,0.3973
TG(16:1_34:1),NA,0.039919754,1.9445,34.2401
TG(16:1_34:2),NA,0.048400023,4.9783,22.9823
TG(16:1_34:3),NA,0.073093506,0.683,4.5427
TG(16:1_36:2),NA,0.153728785,7.3866,32.2556
TG(16:1_36:3),NA,0.08674559,13.8328,34.519
TG(16:1_36:4),NA,0.017837233,7.3577,13.1278
TG(16:1_36:5),NA,0.056032399,0.8935,1.9739
TG(16:1_38:3),NA,0.031638946,0.1853,0.9202
TG(16:1_38:4),NA,0.063449996,0.3244,1.0771
TG(16:1_38:5),NA,0.022368543,0.2734,1.1157
TG(17:0_36:3),NA,0.044998183,2.0746,5.8588
TG(17:0_36:4),NA,0.023960743,0.8808,2.7184
TG(17:1_36:3),NA,0.034841659,0.7618,2.5853
TG(17:1_36:4),NA,0.047452588,0.5036,1.3307
TG(18:0_34:2),"HMDB0044682, HMDB0044734, HMDB0044865, HMDB0044890, HMDB0044891, HMDB0044916, HMDB0044943, HMDB0044969",0.166450829,9.7501,28.8913
TG(18:0_34:3),"HMDB0010432, HMDB0044677, HMDB0044683, HMDB0044735, HMDB0044871, HMDB0044896, HMDB0045078, HMDB0045131",0.044806989,1.8301,5.4459
TG(18:0_36:2),"HMDB0005397, HMDB0005403, HMDB0044685, HMDB0044736, HMDB0044867, HMDB0044892, HMDB0044917, HMDB0044918, HMDB0044944, HMDB0044970, HMDB0045023, HMDB0045073",0.057965986,0.552,23.8028
TG(18:0_36:3),"HMDB0005405, HMDB0044731, HMDB0044737, HMDB0044762, HMDB0044769, HMDB0044874, HMDB0044898, HMDB0044923, HMDB0045079, HMDB0045080, HMDB0045100, HMDB0045132, HMDB0045212, HMDB0045289",0.07991488,15.043,31.576
TG(18:0_36:4),"HMDB0005411, HMDB0044686, HMDB0044738, HMDB0044744, HMDB0044770, HMDB0044893, HMDB0044899, HMDB0044924, HMDB0044931, HMDB0044951, HMDB0044958, HMDB0044997, HMDB0045106, HMDB0045107, HMDB0045159, HMDB0045295, HMDB0045296, HMDB0045316",0.058609949,10.7695,14.2336
TG(18:0_36:5),"HMDB0044687, HMDB0044692, HMDB0044745, HMDB0044875, HMDB0044900, HMDB0044906, HMDB0044932, HMDB0044959, HMDB0045086, HMDB0045093, HMDB0045112, HMDB0045186, HMDB0045239, HMDB0045301, HMDB0045322, HMDB0045323, HMDB0045348",0.061444523,2.1384,2.6678
TG(18:0_38:6),"HMDB0005412, HMDB0044747, HMDB0044903, HMDB0044908, HMDB0044934, HMDB0044961, HMDB0045005, HMDB0045012, HMDB0045095, HMDB0045109, HMDB0045115, HMDB0045148, HMDB0045167, HMDB0045174, HMDB0045193, HMDB0045267, HMDB0045298, HMDB0045304, HMDB0045330, HMDB0045355, HMDB0045376, HMDB0045377, HMDB0045402",0.051362953,0.7925,0.9598
TG(18:1_32:0),NA,0.067979567,17.2899,87.6153
TG(18:1_32:1),NA,0.047668505,9.8349,91.7879
TG(18:1_32:2),NA,0.033806918,3.4088,36.7711
TG(18:1_32:3),NA,0.010819002,0.8042,4.6196
TG(18:1_34:1),NA,0.118412272,169.1743,455.3664
TG(18:1_34:2),NA,0.011314133,175.8206,328.7691
TG(18:1_34:3),NA,0.086010157,22.9338,52.1231
TG(18:1_34:4),NA,0.012605585,1.8186,5.6203
TG(18:1_35:2),NA,0.064738377,1.4707,9.1747
TG(18:1_35:3),NA,0.040234161,1.0883,2.8354
TG(18:1_36:1),NA,0.063808711,2.0784,42.1992
TG(18:1_36:2),NA,0.033447539,85.5858,265.3299
TG(18:1_36:3),NA,0.088377357,93.6408,186.8784
TG(18:1_36:4),NA,0.06806393,50.3291,79.4455
TG(18:1_36:5),NA,0.098780861,12.1504,16.6158
TG(18:1_36:6),NA,0.038010616,0.9471,1.4631
TG(18:1_38:5),NA,0.013533045,2.834,6.5889
TG(18:1_38:6),NA,0.016957982,1.6434,2.2698
TG(18:1_38:7),NA,0.009825522,0.132,0.4852
TG(18:2_30:0),NA,0.016584419,0.0869,15.3223
TG(18:2_32:0),NA,0.0152183,23.804,50.8898
TG(18:2_32:1),NA,0.015730985,11.9976,50.5893
TG(18:2_32:2),NA,0.027832932,4.2496,18.7682
TG(18:2_33:1),NA,0.055720782,0.6508,6.2707
TG(18:2_33:2),NA,0.081028839,1.1551,3.6016
TG(18:2_34:0),NA,0.101998887,18.6298,40.9843
TG(18:2_34:1),NA,0.015405141,168.6036,283.7788
TG(18:2_34:2),NA,0.018536308,154.272,211.3776
TG(18:2_34:3),NA,0.114032223,19.1598,31.1549
TG(18:2_34:4),NA,0.074776178,1.4116,3.0607
TG(18:2_35:1),NA,0.044047894,1.7702,6.6975
TG(18:2_35:2),NA,0.084982743,2.6498,5.5076
TG(18:2_35:3),NA,0.156745179,1.138,2.0585
TG(18:2_36:0),NA,0.064292335,1.3545,3.7896
TG(18:2_36:1),NA,0.073828703,14.1989,32.618
TG(18:2_36:2),NA,0.050347244,53.0001,101.2026
TG(18:2_36:3),NA,0.019105095,75.142,114.1772
TG(18:2_36:4),NA,0.013323897,76.6735,105.5791
TG(18:2_36:5),NA,0.041809763,17.7445,24.7278
TG(18:2_38:4),NA,0.029408597,1.8238,3.5684
TG(18:2_38:5),NA,0.080053802,2.1516,3.708
TG(18:2_38:6),NA,0.019942429,1.1505,1.6331
TG(18:3_30:0),NA,0.045028573,0.0593,2.0017
TG(18:3_32:0),NA,0.047444757,2.2833,5.6109
TG(18:3_32:1),NA,0.053580006,0.8998,6.9509
TG(18:3_34:0),NA,0.021917003,1.8069,4.7263
TG(18:3_34:1),NA,0.0110944,17.2661,33.8901
TG(18:3_34:2),NA,0.061463388,15.0687,25.0635
TG(18:3_34:3),NA,0.062755257,2.3109,3.7416
TG(18:3_36:1),NA,0.017060264,2.0084,4.0865
TG(18:3_36:2),NA,0.094700266,8.0635,14.9868
TG(18:3_36:3),NA,0.095863978,12.7491,19.5087
TG(18:3_36:4),NA,0.081960227,11.0603,13.8325
TG(18:3_38:5),NA,0.051496289,0.2065,0.4693
TG(18:3_38:6),NA,0.044589985,0.0834,0.2934
TG(20:0_32:3),"HMDB0045489, HMDB0045496, HMDB0045670, HMDB0045870",0.062440288,0.3282,0.8345
TG(20:0_32:4),"HMDB0045497, HMDB0045671, HMDB0045678, HMDB0045896, HMDB0046078",0.11802783,0.6225,0.7794
TG(20:1_32:3),NA,0.02966367,0.1614,0.1439
TG(20:1_34:0),NA,0.027936638,0.0477,0.6277
TG(20:1_34:1),NA,0.040882119,0.3964,3.1826
TG(20:1_34:2),NA,0.014922834,0.6596,2.7957
TG(20:1_34:3),NA,0.064130146,0.1406,0.5683
TG(20:2_34:1),NA,0.043169221,1.3005,4.5626
TG(20:2_34:2),NA,0.086497775,0.7078,2.7579
TG(20:2_34:3),NA,0.056053325,0.1216,0.4176
TG(20:3_32:0),NA,0.113474559,0.1313,1.5704
TG(20:3_34:0),NA,0.033046198,0.1842,1.0305
TG(20:3_34:1),NA,0.070697872,1.8084,7.5972
TG(20:3_34:2),NA,0.044665449,1.4997,5.0822
TG(20:3_34:3),NA,0.026214645,0.2744,0.8195
TG(20:3_36:3),NA,0.031032709,0.7756,2.2501
TG(20:3_36:4),NA,0.012817577,0.3097,1.0173
TG(20:4_32:0),NA,0.034705915,1.2952,3.5647
TG(20:4_32:1),NA,0.065184978,0.6258,3.9454
TG(20:4_34:0),NA,0.035269102,1.0944,2.6625
TG(20:4_34:1),NA,0.030289455,7.9865,14.3767
TG(20:4_34:2),NA,0.070744478,7.4046,10.5492
TG(20:4_34:3),NA,0.05981911,0.9645,1.8963
TG(20:4_36:2),NA,0.022310966,4.7519,8.2213
TG(20:4_36:3),NA,0.065794191,4.0328,5.9563
TG(20:4_36:4),NA,0.012839496,1.5884,2.3021
TG(20:5_34:1),NA,0.078352266,0.3248,2.1079
TG(20:5_34:2),NA,0.02477766,0.5724,1.3474
TG(20:5_36:3),NA,0.030096766,0.2035,0.8282
TG(22:4_34:2),NA,0.009104981,0.8049,1.401
TG(22:5_34:1),NA,0.031427853,2.0847,4.4715
TG(22:5_34:2),NA,0.060799302,2.05,2.7005
TG(22:6_32:0),NA,0.062614621,0.278,0.4249
TG(22:6_32:1),NA,0.023003793,0.0469,0.3193
TG(22:6_34:1),NA,0.024497347,2.2188,3.2804
TG(22:6_34:2),NA,0.014415906,2.4553,2.0523
Uric acid,HMDB0000289,2.927768869,447.6,347
Lactic acid,HMDB0000190,1.997336884,917.2,3351
3-Aminoisobutyric acid,HMDB0003911,0.24,2.511,1.181
Dimethylglycine,HMDB0000092,0.157563025,11.68,9.623
2-Hydroxybutyric acid,HMDB0000008,0.115163148,79.26,110.2
2-Hydroxyisobutyric acid,HMDB0000729,0.022321429,2.108,0.855
3-Hydroxybutyric acid,HMDB0000011,0.223546945,789.1,95.18
3-Hydroxyisobutyric acid,HMDB0000336,0.25,11.22,26.1
Glyceric acid,HMDB0000139,0.008411215,7.604,4.778
Guanidoacetic acid,HMDB0000128,0.135135135,3.086,4.264
N-Acetyl-Glycine,HMDB0000532,0.060483871,8.954,1.764
2-Hydroxyisovaleric acid,HMDB0000407,0.010026738,4.006,6.382
3-Hydroxyisovaleric acid,HMDB0000754,0.087946079,3.071,4.088
5-Oxoproline,HMDB0000267,0.134529148,67.19,114.3
Pipecolic acid,HMDB0000070,0.052747253,3.699,6.122
N-Acetyl-Alanine,HMDB0000766,0.031512605,1.949,1.691
2-Hydroxy-3-methylvaleric acid,HMDB0000317,0.017605634,0.455,0.509
Phenylacetic acid,HMDB0000209,0.023205446,0.04,1.18
Threonic acid,HMDB0000943,0.584415584,7.295,6.929
Caprylic acid,HMDB0000482,0.132805876,0.206,0.476
N-Acetyl-Serine,HMDB0002931,0.028625954,0.997,0.683
4-Hydroxyphenylacetic acid,HMDB0000020,0.1,0.173,0.899
N-Acetyl-Proline,HMDB0094701,0.013111888,0.045,0.062
N-Acetyl-Valine,HMDB0011757,0.034722222,0.038,0.041
N-Acetyl-Asparagine,HMDB0006028,0.05,0.125,0.201
3-Indoleacetic acid,HMDB0000197,0.056818182,1.173,3.548
Argininic acid,HMDB0003148,0.218978102,2.173,2.243
Hippuric acid,HMDB0000714,0.032679739,5.674,17.02
HPHPA,HMDB0002643,0.001945021,0.01,1.171
N1-Acetyl-Lysine,HMDB0000446,0.06,0.111,0.125
N1-Acetyl-Lysine + N6-Acetyl-Lysine,HMDB0000446 + HMDB0000206,0.0625,0.553,0.578
Kynurenic acid,HMDB0000715,0.006996269,0.297,0.296
Indole-3-propionic acid,HMDB0002302,0.008802817,0.358,0.361
N-Acetyl-Methionine,HMDB0011745,0.018939394,0.035,0.02
p-Hydroxyhippuric acid,HMDB0013678,0.034883721,0.44,1.435
N-Acetyl-Histidine,HMDB0032055,0.384615385,12.56,12.65
Indolelactic acid,HMDB0000671,0.0125,0.52,1.075
N-Acetyl-Arginine,HMDB0004620,0.340909091,0.731,0.422
Pyruvic acid,HMDB0000243,0.194810282,25.39,96.1
Oxalic acid,HMDB0002329,1.538440912,29.01,15.56
Malonic acid,HMDB0000691,0.0182396,0.149,0.057
alpha-Ketoisovaleric acid,HMDB0000019,0.056485356,18.81,23.22
Fumaric acid,HMDB0000134,0.023575218,0.967,0.875
Methylmalonic acid,HMDB0000202,0.0125,0.161,0.071
Succinic acid,HMDB0000254,0.166861946,2.857,14.98
Phenylacetylglutamine,HMDB0006344,0.0125,1.026,5.658
2-oxoisocaproic acid,HMDB0000695,0.057040998,32.68,42.66
Ethylmalonic acid,HMDB0000622,0.050675676,0.42,0.154
Glutaric acid,HMDB0000661,0.004770992,0.058,0.04
Malic acid,HMDB0000156,0.022509657,4.155,3.088
2-hydroxyglutaric acid,HMDB0059655,0.010026738,0.444,0.37
"2,5-Furandicarboxylic acid",HMDB0004812,0.012448133,0.171,0.817
2-oxoadipic acid,HMDB0000225,1.339285714,2.402,21.25
3-Methyladipic acid,HMDB0000555,0.008012821,0.044,0.028
3-Deoxyglucosone,HMDB0005876,0.011029412,0.055,0.089
Quinolinic acid,HMDB0000232,0.009868421,0.435,0.216
N-Acetyl-Aspartic acid,HMDB0000812,0.0075,0.285,0.164
N-Acetyl-Glutamic acid,HMDB0001138,0.015,0.071,0.062
CMPF,HMDB0061112,0.025987526,1.716,0.589
alpha-Ketoglutaric acid,HMDB0000208,0.019305019,8.379,6.813
cis-Aconitic acid,HMDB0000072,0.016219723,2.105,1.358
Citric acid,HMDB0000094,0.7043,762.5,273.9
